32.29
36.98
55.29
63.57
60.27
84.97
97.09
110.00
123.78
116.54
127.22
135.42
109.92
32.71
56.29
172.19
12.81
27.18
181.09
59.16
91.85
98.19
106.46
47.01
41.78
40.17
36.17
66.92
58.04
9.41
23.32
36.99
54.48
61.23
70.49
81.08
83.49
102.78
71.70
55.67
52.65
55.79
28.19
112.36
7.73
7.24
6.50
9.16
33.81
151.81
