47.57
49.29
53.44
60.07
69.17
69.79
76.20
63.12
107.11
110.60
112.25
105.96
50.88
34.78
31.19
101.73
51.74
101.43
151.19
145.99
37.96
21.97
83.44
75.05
19.38
71.50
71.33
62.35
55.52
50.16
